Flight	Flight Time	Entry	Data
1	2765742015	3	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2767103999	4	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2768770441	4	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2770206130	4	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2771678749	5	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2772955197	5	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2774392031	5	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2775700686	6	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2776896935	6	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2778158449	6	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2779542505	7	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2780881019	7	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0 ] %Collective: [ 0 ] %Thrust: [ 0 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2782360352	7	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0.875735 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ 0.875735 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2783842573	8	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.0544539 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2785284797	8	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.0762354 ] %Collective: [ 0 ] %Thrust: [ 1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2786752390	8	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ -0.0326723 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2788184481	9	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 0.549012 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ -0.098017 ] %Collective: [ 0 ] %Thrust: [ 0.549012 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2789835174	9	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2791291970	9	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ 1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ 1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2792751971	10	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2794217716	10	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2795745929	10	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2797182486	11	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2798727612	11	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2800098307	11	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2801442486	12	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2802810279	12	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2804119989	12	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2805588918	13	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2807208670	13	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2808683841	13	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2810148679	14	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2811781726	14	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2813175168	14	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2814777793	15	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2816276394	15	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2817552240	15	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2820016014	16	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2822371704	16	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2824519622	16	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2827082963	17	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2828958374	17	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2830360724	17	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2831826989	18	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2833267480	18	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2834669307	18	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2836127582	19	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2837723477	19	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2839414489	19	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2841114872	20	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2842590185	20	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2843918808	20	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2845498951	21	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2847099019	21	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2848491185	21	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2849775057	22	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2851102873	22	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2852444511	22	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2853697562	23	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2855090406	23	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2856509509	23	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2858134698	24	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
1	2859504693	24	MANUALCONTROLCOMMAND (ID: 265BA97E-0, 48 BYTES, single)Data:Throttle: [ -1 ] %Roll: [ 0 ] %Pitch: [ 0 ] %Yaw: [ 0.163362 ] %Collective: [ 0 ] %Thrust: [ -1 ] %Channel: [ 0 0 0 0 0 0 0 0 0 0 0 ] usConnected: [ 0 ] FlightModeSwitchPosition: [ 0 ] 
